Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs,SDSSobjID,SDSSnChild,SDSSra,SDSSdec,SDSSdistance,petroMag_g,petroR50_g,petroR90_g,deVRad_g,expRad_g,petroMag_r,petroR50_r,petroR90_r,deVRad_r,expRad_r,Re_SDSS_g_calc,Re_SDSS_r_calc,Re_SDSS_g_calc_kpc,Re_SDSS_r_calc_kpc,Re_BmagCalc_kpc,Re_BmagCalc_arcsec
IC1405,327.707667,2.0206667,59.3989024,-37.6747275,0.287,,2.0,Sab,7909.8,4.7,112.997140066964,15.123,0.373,-20.21,13.225,0.071,,,35.333,0.136,116.57355387398,0.939,"2MASXJ21504984+0201144,CGCG376-037,IC1405,MCG+00-55-020,NPM1G+01.0534,PGC067470,UGC11826,UZC214818+01470",52.1376257571781,29.46630948084168,14.385204471997012,-20.947795528002985,1.6564503420302117,396,3.1610000000000005,28.133,10,2.6,1237678619014332496,0,327.70762667315,2.02078316674186,0.0073945551118953,14.70461,8.040777,19.62291,11.2885,7.65936,13.88042,7.626126,19.72038,9.850299,7.440561,8.165779741462496,7.821652782916165,4.615004797781654,4.420516627022729,4.062306958310343,7.187837351700661
UGC06165,166.7673405,45.8221405,163.9074038,62.1332365,0.052,,2.0,Sab,7563.5,8.9,108.05,15.124,0.312,-20.14,13.661,0.111,15.859,,35.264,0.14,112.927571246804,1.168,"2MASXJ11070414+4549201,CGCG241-081,IRAS11042+4605,MCG+08-20-088,PGC033643,SDSSJ110704.16+454919.6,SDSSJ110704.17+454919.6,UGC06165,UZC110412+46060",88.33875014596312,48.36438804916912,14.386164980609424,-20.87783501939058,1.6071958067237802,360,3.154,28.064000000000004,9,2.679,1237660635461779518,0,166.767369483726,45.8221238589189,0.00157023739889431,14.90991,6.133809,17.85463,15.13577,7.588454,14.11673,5.60749,17.19891,12.07953,6.198571,6.582265051922276,6.273058722253619,3.603709818031663,3.434423124585756,3.9634303772519948,7.239303544191113
PGC069083,337.9932015,-15.4400104,45.582917,-55.6155536,0.174,,-5.0,E,7314.0,29.2,104.485714285714,15.125,0.39,-20.006,12.685,0.075,,,35.131,0.149,106.21848524413,0.928,"2MASXJ22315836-1526241,6dFJ2231584-152624,MCG-03-57-019,NPM1G-15.0616,PGC069083",50.83364484843579,26.177358035725508,14.387125489221832,-20.74387451077817,1.5248959460542435,302,3.1406,27.931,8,2.926,,,,,,,,,,,,,,,,,,,,3.0275230559537922,5.879127740346113
IC0841,194.94723,21.8131772,323.0458356,84.3558001,0.125,,2.5,SBb,7156.0,5.6,102.228571428571,15.125,0.396,-20.018,13.401,0.058,16.142,,35.143,0.148,106.80714621305,0.981,"2MASXJ12594731+2148470,2MIG1800,AGC221326,CGCG130-003,IC0841,IRAS12573+2204,MCG+04-31-002,PGC044665,PGC140044,SDSSJ125947.33+214847.5,SDSSJ125947.33+214847.6,UZC125718+22050,[RGD2016]J125947.33+214847.5",57.431644277690665,29.738976693201387,14.387125489221832,-20.75587451077817,1.5316381493154267,307,3.1418,27.943,8,2.892,1237667782301909080,0,194.94721979391,21.8132093524016,0.00201117185052211,14.52412,6.554807,16.8864,13.72457,7.08748,13.76346,6.543195,17.41443,11.88242,6.346383,6.717463674851222,6.758831836180227,3.4784046003960283,3.499825661921891,3.7968202977872223,7.332385205395495
ESO409-001,0.3294585,-27.4198889,28.5576078,-78.8638683,0.062,,-2.9,E-S0,7840.0,38.0,112.0,15.125,0.34,-20.127,13.067,0.087,,,35.252,0.142,112.305177934512,1.025,"2DFGRSS199Z151,2MASXJ00011907-2725116,ESO409-001,ESOLV4090010,MCG-05-01-022,PGC000100",63.55522351063732,34.60393515637556,14.387125489221832,-20.86487451077817,1.5985500150077314,354,3.1527000000000003,28.052000000000003,9,2.674,,,,,,,,,,,,,,,,,,,,3.189601210095484,5.858172398640292
PGC028777,149.454498,51.8211602,163.5729155,49.2980202,0.05,,4.0,SBbc,7478.9,2.9,106.841427176339,15.125,0.329,-20.115,14.016,0.054,16.34,,35.24,0.142,111.686411107433,0.87,"2MASXJ09574902+5149162,2MIG1361,CGCG265-050,CGCG266-001,KIG0386,PGC028777,SDSSJ095749.08+514916.2,SDSSJ095749.08+514916.3,UZC095430+52050",44.47861447805505,24.083857281095085,14.387125489221832,-20.85287451077817,1.5906770579595104,348,3.1514999999999995,28.040000000000003,9,2.758,1237657770709680183,0,149.454512046036,51.8211913515786,0.00194032970318215,14.98315,7.401745,14.23723,16.51981,8.549897,14.34303,7.269754,14.44936,15.96223,8.453758,7.416865438735042,7.289370692108719,4.016013780908411,3.9469791376788494,3.928703631326216,7.25561907201055
PGC011159,44.328691500000005,-10.9878827,190.4431458,-56.3134377,0.198,,-4.0,E,7823.6,36.3,111.765715680804,15.125,0.375,-20.115,,,,,35.24,0.142,111.686411107433,0.787,"2MASXJ02571890-1059163,6dFJ0257189-105916,IRAS02549-1111,PGC011159,PGC011161",36.74102350348641,19.89418008638519,14.387125489221832,-20.85287451077817,1.5906770579595104,348,3.1514999999999995,28.040000000000003,9,2.795,,,,,,,,,,,,,,,,,,,,3.1731471528318687,5.860240211759352
PGC023767,127.1063715,40.6305965,180.6332238,35.0511959,0.194,,-4.0,E,7365.1,2.5,105.215715680804,15.126,0.386,-20.054,13.5,0.069,16.704,,35.18,0.145,108.642577630186,0.998,"2MASXJ08282551+4037500,CGCG208-005,MCG+07-18-005,NPM1G+40.0157,PGC023767,SDSSJ082825.52+403750.0,SDSSJ082825.53+403750.0,SDSSJ082825.54+403750.0,UZC082506+40480",59.72432504109162,31.457613359936285,14.38808599783424,-20.79191400216576,1.5526252101597038,321,3.1453999999999995,27.98,9,2.854,1237657608573354164,0,127.106396582204,40.6305625255786,0.00233662136461399,14.84723,4.374395,15.22181,6.343915,4.486447,13.97105,4.239484,14.84687,5.858847,3.855725,6.330825555056169,6.291990793427652,3.334531824732045,3.3140770282082723,3.090808927440829,5.868101782237612
PGC027132,143.31961800000002,33.9056951,191.2646901,47.1963135,0.077,,3.2,SABb,8075.7,3.4,115.367145647321,15.128,0.35,-20.251,13.845,0.086,16.295,,35.379,0.133,119.069443400103,0.881,"2MASXJ09331667+3354205,CGCG181-054,MCG+06-21-046,NRGb045.009,PGC027132,SDSSJ093316.71+335420.5,SDSSJ093316.72+335420.5,UZC093012+34080",45.61957661641091,26.334557951491536,14.39000701505906,-20.988992984940936,1.6875223996706836,419,3.1651,28.179,10,2.551,1237664871361019935,0,143.319661477287,33.9056996863715,0.00218247425888967,14.7835,8.592058,19.91673,16.6672,8.890038,14.15937,7.91813,18.70643,12.60153,7.620638,8.677975550955878,8.011288337021274,5.009486431008744,4.624631630217729,4.121361975856774,7.139470074564589
PGC042374,189.9127875,7.1686948,294.4190617,69.8453681,0.104,,3.8,Sbc,7244.2,5.0,103.48857421875,15.129,0.375,-20.014,14.438,0.071,17.234,,35.143,0.148,106.80714621305,0.867,"2MASXJ12393910+0710077,AGC220892,CGCG042-195,IRAS12371+0726,NPM1G+07.0297,PGC042374,SDSSJ123939.06+071007.1,SDSSJ123939.07+071007.1,UZC123706+07270,VCC1802",44.17242584968417,22.873152237715203,14.39096752367147,-20.75203247632853,1.529466195954683,305,3.1414,27.943,8,2.924,,,,,,,,,,,,,,,,,,,,3.791477893612296,7.3220680025096225
PGC049186,207.8233005,21.5419945,13.8755884,75.2798873,0.117,,1.6,Sab,7703.3,10.5,110.047140066964,15.13,0.323,-20.18,13.864,0.175,13.842,,35.31,0.138,115.345398729271,0.771,"2MASXJ13511756+2132309,AGC231526,CGCG132-025,KUG1348+217,PGC049186,SDSSJ135117.58+213230.7,SDSSJ135117.58+213230.8,SDSSJ135117.58+213231.1,SDSSJ135117.58+213231.2,UZC134854+21470",35.41206481031066,19.802771848699827,14.39192803228388,-20.918071967716124,1.6349880297944992,380,3.1580000000000004,28.110000000000003,10,2.673,1237667736128716897,0,207.823257683995,21.5418870937737,0.00687311700040827,14.90614,5.420663,17.17739,9.233803,5.345047,14.42579,5.550504,17.06348,10.29213,5.345394,6.302211815804753,6.223898437767598,3.5242582831324865,3.48046467871326,4.019632771033115,7.188059191361084
PGC3092757,210.781416,-4.7027917,334.1836968,53.7618999,0.119,,-2.0,S0,7652.0,28.0,109.314285714286,15.13,0.5,-20.134,,,,,35.264,0.141,112.927571246804,,"2MASXJ14030755-0442102,6dFJ1403075-044210,NPM1G-04.0472,PGC3092757",,,14.39192803228388,-20.872071967716124,1.6033330170297404,357,3.1534000000000004,28.064000000000004,9,2.718,,,,,,,,,,,,,,,,,,,,3.1992387835400202,5.843488710517698
PGC004129,17.374098,19.8649545,128.7229813,-42.8036225,0.153,,5.4,Sc,7598.0,9.0,108.542857142857,15.13,0.326,-20.098,,,,,35.228,0.142,111.070858372351,0.817,"2MASXJ01092978+1951537,2MFGC00845,CGCG459-010,NPM1G+19.0048,PGC004129,UZC010648+19350",39.36871597817432,21.19951071055735,14.39192803228388,-20.836071967716123,1.5798657050551128,341,3.1498,28.028,9,2.757,1237666216219770946,0,17.3740130624462,19.8649479695803,0.00480899568508796,15.09861,3.372638,10.98444,6.073639,4.11344,14.31521,3.225108,10.76366,5.283388,3.769678,4.095150247876431,4.118810172280693,2.205181941654576,2.2179224847065058,3.905263405146449,7.2522997307010195
PGC155803,161.23516650000002,-16.0878889,263.8207019,36.9984017,0.235,,-5.0,E,7706.0,37.0,110.085714285714,15.13,0.5,-20.098,,,,,35.228,0.143,111.070858372351,,"2MASXJ10445644-1605164,NPM1G-15.0374,PGC155803",,,14.39192803228388,-20.836071967716123,1.5798657050551128,341,3.1498,28.028,9,2.768,,,,,,,,,,,,,,,,,,,,3.1499824336700732,5.8496993379020825
PGC033775,167.195334,-14.5862222,268.9528833,41.4144781,0.253,,-1.5,S0-a,7656.4,45.0,109.377141462054,15.13,0.541,-20.086,12.65,0.081,,,35.216,0.144,110.458698218031,0.992,"2MASXJ11084688-1435104,6dFJ1108469-143510,MCG-02-29-005,NPM1G-14.0367,PGC033775",58.90487658119906,31.54464395730264,14.39192803228388,-20.82407196771612,1.572295533022725,335,3.1486,28.016,9,2.808,1237671142010388623,0,167.195260957905,-14.5861860634756,0.00476334733119554,14.28049,8.216154,25.70208,12.6492,7.412383,13.57058,7.089768,22.52443,10.15438,7.241351,9.394125567632408,8.272388598652709,5.030726885789627,4.430016123728505,3.1337327560680768,5.851774440203102
PGC044381,194.4910995,9.2402309,308.1627835,72.0456391,0.108,,-2.0,S0,7389.6,2.8,105.565715680804,15.132,0.394,-20.06,13.741,0.076,16.694,,35.192,0.145,109.244672876289,0.967,"2MASXJ12575785+0914245,2MIG1796,CGCG071-081,PGC044381,PGC1362069,SDSSJ125757.86+091424.7,SDSSJ125757.87+091424.8,UZC125524+09310",55.60978940276095,29.452758597066605,14.3938490495087,-20.7981509504913,1.5563703266627726,324,3.146,27.992,9,2.814,1237662236933685273,0,194.491118781589,9.2402193813718,0.00133474374836345,14.87192,5.935242,16.74725,10.64866,5.820067,14.23597,4.542214,13.0832,6.376065,4.726047,6.263077303914484,4.84407852313771,3.317130057280915,2.5655820117190813,3.0988121159647095,5.850870932839698
PGC025831,137.4491115,37.7078837,185.396628,42.7353923,0.088,,1.0,SBa,7219.6,2.6,103.137144252232,15.132,0.304,-20.011,13.721,0.061,16.471,,35.143,0.148,106.80714621305,0.888,"2MASXJ09094781+3742280,CGCG180-050,LAMOSTJ090947.77+374228.4,LAMOSTJ090947.81+374228.3,NPM1G+37.0219,PGC025831,SDSSJ090947.78+374228.3,SDSSJ090947.79+374228.3,UZC090636+37540",46.36083510574214,24.006343750505916,14.3938490495087,-20.749150950491305,1.527845460199842,304,3.1411,27.943,8,2.899,1237658203422130308,0,137.449136573566,37.707865406617,0.00161904642732295,14.82604,4.419012,13.58439,6.212948,4.46589,14.10516,4.328805,13.94152,5.498449,4.466471,4.95489524665926,5.1561465975056615,2.5657199286368604,2.6699309312569146,3.787476024192017,7.314339628283357
UGC03595,104.0017755,55.4007027,160.9022689,22.6695779,0.229,,3.0,Sb,7908.0,26.0,112.971428571429,15.136,0.321,-20.184,,,,,35.32,0.052,115.877719330214,1.072,"2MASXJ06560044+5524027,CGCG261-011,MCG+09-12-010,PGC019884,UGC03595,UZC065154+55280,[RGD2000]J065600.38+552402.2",70.81923813910379,39.78557583818223,14.397691083958335,-20.922308916041665,1.6379987577468,383,3.1584000000000003,28.12,10,2.612,,,,,,,,,,,,,,,,,,,,4.0252966581769165,7.1651204390107
UGC10273,243.1865985,28.2855881,46.6448962,45.7585702,0.223,,5.0,Sc,7380.5,4.5,105.435714285714,15.137,0.321,-20.103,,,,,35.24,0.142,111.686411107433,1.067,"2MASXJ16124472+2817095,AGC010273,CGCG167-047,FGC0240A,IRAS16107+2824,KUG1610+284B,MCG+05-38-036,PGC057494,SDSSJ161244.67+281710.0,UGC10273,UZC161042+28250,VV489,[MO2001]J161244.9+281706.3",70.00857702365775,37.90757867069366,14.398651592570744,-20.84134840742926,1.5832341239959078,343,3.1503000000000005,28.040000000000003,9,2.785,1237662641732059173,0,243.186138148166,28.2861273951072,0.0404799848060145,15.52609,7.644217,21.20337,23.81558,11.81252,15.12187,7.447973,20.72148,23.793,11.86288,8.006765366898673,7.810806294511082,4.335427185456582,4.2293211300477065,3.9121430341264105,7.225034585074784
PGC027457,144.55788,48.3882828,169.8331571,47.2292487,0.134,,3.0,SBb,7727.2,4.1,110.38857421875,15.137,0.34,-20.162,14.092,0.062,16.538,,35.299,0.138,114.762488604345,0.925,"2MASXJ09381389+4823176,ARK207,CGCG239-013,MCG+08-18-015,PGC027457,SDSSJ093813.88+482317.7,SDSSJ093813.89+482317.9,SDSSJ093813.90+482317.9,SDSSJ093813.91+482317.8,UZC093454+48370",50.48370849871171,28.088313680403736,14.398651592570744,-20.900348407429256,1.6225682237205774,371,3.1562,28.099,10,2.699,1237657244045934749,0,144.557908197319,48.3883078411751,0.00187608717461519,15.06448,5.819167,12.70334,12.32074,6.339178,14.40813,5.657326,12.98475,11.71891,6.111682,5.854029501021269,5.709306320102531,3.257086727755328,3.1765651055655666,3.994243739742145,7.178937081246955
PGC040776,186.746676,8.9587125,284.1479755,70.9333595,0.11,,-1.7,S0,7310.1,2.7,104.430001395089,15.139,0.186,-20.029,13.765,0.082,16.797,,35.168,0.147,108.043800794727,0.911,"2MASXJ12265916+0857318,ABELL1541:[SBM98]J1226+0857,CGCG070-087,NPM1G+09.0295,PGC040776,SDSSJ122659.20+085731.5,SDSSJ122659.21+085731.6,VCC0961",48.88225704125038,25.60504614045765,14.400572609795564,-20.76742739020444,1.538244847446549,311,3.1429,27.968,8,2.86,1237662236393472022,0,186.746708533809,8.95879091679294,0.00508479203377159,15.04275,3.349341,10.88284,5.252915,3.125923,14.20951,3.216866,10.83537,4.9183,3.127564,4.04968655668064,4.202652113784967,2.121268890073871,2.2013938757972578,3.057684187565239,5.837384693143121
PGC170394,337.7916585,-21.1790218,35.759822,-57.5616044,0.196,,-1.0,S0-a,7696.5,5.9,109.95,15.14,0.38,-20.088,14.103,0.112,,,35.228,0.142,111.070858372351,0.676,"2MASXJ22311001-2110444,6dFJ2231100-211045,PGC170394",28.454519115614683,15.322366192731645,14.401533118407974,-20.826466881592022,1.5737963346422248,336,3.1488000000000005,28.028,9,2.738,,,,,,,,,,,,,,,,,,,,3.1364352026721773,5.824541347383874
IC0654,163.45999949999998,-11.7255556,262.7847247,41.7995898,0.142,,-0.8,S0-a,8240.7,28.5,117.724288504464,15.14,0.5,-20.239,13.12,0.071,,,35.379,0.133,119.069443400103,1.079,"2MASXJ10535040-1143319,6dFJ1053504-114332,IC0654,MCG-02-28-018,PGC032716",71.96995818896272,41.54569540682363,14.401533118407974,-20.977466881592026,1.6786731002285933,413,3.1639,28.179,10,2.489,,,,,,,,,,,,,,,,,,,,3.347346608171663,5.798636731797562
NGC5083,199.762851,39.5896742,99.9428824,76.280766,0.047,,5.8,Sc,7123.1,10.5,101.758572823661,15.141,0.416,-20.014,13.372,0.078,15.704,,35.155,0.148,107.398880859336,1.038,"2MASXJ13190306+3935258,CGCG217-028,IRAS13167+3951,MCG+07-27-059,NGC5083,PGC046413,SDSSJ131903.10+393521.5,SDSSJ131903.10+393521.6,SDSSJ131903.11+393521.6,UGC08367,UZC131648+39520",65.48642018692539,34.09772981145621,14.402493627020384,-20.752506372979617,1.529733417827174,305,3.1414,27.955,8,2.909,1237662225683054766,0,199.762941248732,39.5893312608774,0.0209952182442022,14.34021,15.23683,31.78306,29.66911,17.94134,13.77189,13.95879,28.16177,29.66587,15.07338,15.298806598545335,14.0015487671328,7.965843488556925,7.290382119542716,3.791477893612296,7.281725670402626
PGC044973,195.517491,29.2534624,75.7655356,86.8372187,0.053,,0.3,S0-a,7289.9,2.8,104.141427176339,15.141,0.67,-20.051,13.026,0.275,16.222,,35.192,0.145,109.244672876289,0.991,"2MASXJ13020421+2915129,2MFGC10344,AGC221460,CGCG160-107,EGISJ130204.2+291512,EONJ195.517+29.253,MCG+05-31-106,PGC044973,SDSSJ130204.19+291512.4,SDSSJ130204.20+291512.4,UZC125942+29310,[RGD2016]J130204.20+291512.4,[STE2000]B125940.35+293119.2,[WKE96]NSER05763,[WTK2001]J130204.19+291512.2",58.76939912452193,31.126190980023097,14.402493627020384,-20.789506372979616,1.5511884576134207,320,3.1451,27.992,9,2.828,1237665441516027964,0,195.517498598631,29.2534548103593,0.000604642817510098,14.54169,4.142115,12.80778,7.505399,5.094328,13.69393,4.104879,12.75783,6.579586,4.943804,4.673161751888657,4.657631407668418,2.4750589139362567,2.466833536998841,3.841183343026209,7.252542951421717
PGC009118,36.0515415,5.3729034,160.9993445,-50.5136737,0.202,,4.9,Sc,8262.8,12.1,118.039997209821,15.143,0.41,-20.236,,,,,35.379,0.133,119.069443400103,0.902,"2MASXJ02241239+0522224,2MFGC01859,AGC120209,CGCG414-006,IRAS02215+0508,MCG+01-07-004,PGC009118,UZC022136+05080",47.8796812360786,27.63923590989375,14.404414644245204,-20.974585355754797,1.6764797722515823,411,3.1636,28.179,10,2.514,1237667227150450806,0,36.051536953985,5.37282827737403,0.00451553079394768,15.26696,7.685237,19.29135,23.37449,10.68542,14.67018,7.165837,18.89448,19.1198,10.15331,7.837563484595827,7.383507114269767,4.524346455888284,4.262235873448243,4.099657546982048,7.101871309558171
UGC08145,195.5762625,32.8906903,101.3916364,83.776655,0.065,,2.1,Sab,7581.7,2.3,108.310002790179,15.143,0.411,-20.133,13.128,0.071,16.141,,35.276,0.139,113.553413851838,1.175,"2MASXJ13021828+3253268,2MFGC10351,2MIG1803,AGC008145,CGCG189-015,MCG+06-29-018,PGC044986,SDSSJ130218.28+325326.1,SDSSJ130218.29+325326.2,SDSSJ130218.29+325326.3,UGC08145,UZC130000+33090,[RGD2016]J130218.29+325326.2",89.77413936566602,49.42263593233004,14.404414644245204,-20.8715853557548,1.6030082014930258,357,3.1533,28.076000000000004,9,2.715,1237665227846189111,0,195.576221445588,32.8906257696492,0.0043896898054663,14.45366,9.616089,27.82479,24.36269,12.71865,13.61533,8.90393,26.83332,19.12438,9.945058,10.282151629671635,9.79974811115,5.660550356538694,5.394976621865967,3.953676063137583,7.181686269926912
UGC05356,149.787666,50.9879444,164.6695285,49.7786855,0.069,,4.0,Sbc,7658.0,39.0,109.4,15.144,0.32,-20.143,,,,,35.287,0.139,114.129982258723,1.025,"2MASXJ09590904+5059166,CGCG265-051,CGCG266-002,MCG+09-17-001,PGC028846,UGC05356,UZC095554+51150",63.55522351063732,35.16620139974408,14.405375152857612,-20.881624847142387,1.6097520357456006,362,3.1543,28.087,9,2.644,,,,,,,,,,,,,,,,,,,,3.967618161075527,7.17060270927795
PGC034786,170.301084,-2.9841389,263.5595539,52.8485165,0.241,,2.9,Sb,7452.8,5.0,106.468568638393,15.144,0.312,-20.036,12.769,0.084,,,35.18,0.146,108.642577630186,0.92,"2DFGRSN234Z011,2MASXJ11211226-0259029,CGCG011-076,IRAS11186-0242,MCG+00-29-023,NPM1G-02.0302,PGC034786,UZC111842-02420",49.90582626616026,26.286076669914397,14.405375152857612,-20.774624847142388,1.5424184153340548,314,3.1436,27.98,8,2.786,1237650369940815910,0,170.301027933018,-2.9841747636014,0.00398951941578483,14.94392,5.305926,15.0304,7.786259,5.536127,13.85845,5.342977,15.55335,6.976099,5.679109,5.6094724801973905,5.733777439133243,2.954585360551897,3.020058471118427,3.820954425704247,7.25433050107334
UGC10883,262.3164165,52.1875278,79.4339476,33.4842074,0.12,,-0.1,S0-a,7109.2,10.2,101.560002790179,15.146,0.27,-20.022,,,,,35.168,0.146,108.043800794727,0.958,"2MASXJ17291594+5211151,CGCG278-003,MCG+09-29-005,NPM1G+52.0283,PGC060382,UGC10883,UZC172806+52150",54.46923181069114,28.531562946675983,14.407296170082432,-20.760703829917567,1.5343860384908794,309,3.1422,27.968,8,2.845,,,,,,,,,,,,,,,,,,,,3.048473041439019,5.819799815142258
UGC09286,217.237209,11.1968889,2.8427343,62.0985822,0.157,,3.1,Sb,7601.2,5.9,108.58857421875,15.147,0.32,-20.128,,,,,35.275,0.14,113.501161323698,1.007,"2MASXJ14285693+1111488,AGC009286,CGCG075-050,MCG+02-37-015,NRGb302.032,PGC051732,UGC09286,UZC142630+11250",60.974921572241726,33.55258725460374,14.40825667869484,-20.86674332130516,1.599787519921506,355,3.1528,28.075,9,2.654,1237662199889592433,0,217.237184344927,11.1967839932498,0.00645951719389587,14.6775,9.604849,24.63491,21.45572,9.897399,13.84119,9.397079,24.92734,17.2329,9.404839,9.834238014273582,9.697939355476924,5.411472791572537,5.336471913768338,3.946723396994234,7.1723574630160645
UGC04965,140.27738549999998,24.3079663,203.9929116,42.8857391,0.143,,6.0,Sc,8007.4,3.6,114.391427176339,15.148,0.271,-20.197,13.896,0.055,16.355,,35.345,0.135,117.219602450329,1.025,"2MASXJ09210656+2418280,2MIG1257,AGC004965,CGCG121-060,KIG0323,PGC026461,SDSSJ092106.57+241828.7,SDSSJ092106.58+241828.7,UGC04965,UZC091806+24310",63.55522351063732,36.11818793085938,14.409217187307249,-20.93578281269275,1.6476804635929057,390,3.1597,28.145,10,2.565,1237667142330286097,0,140.277407656849,24.3079814787409,0.00151567825864322,14.82648,9.700499,22.10317,29.68048,14.56778,14.22386,9.025256,21.25913,29.67089,13.36474,9.78425230808508,9.128787173146687,5.560352778355257,5.1878544750195985,4.043759466607209,7.115585012610619
UGC08095,194.545125,71.4201389,122.1630217,45.6981374,0.071,,2.0,Sab,7118.0,28.0,101.685714285714,15.149,0.32,-20.019,,,,,35.168,0.147,108.043800794727,0.996,"2MASXJ12581083+7125125,CGCG335-030,MCG+12-12-023,PGC044411,UGC08095,UZC125624+71420",59.44991669356605,31.14049866192891,14.41017769591966,-20.757822304080342,1.5327440576979825,308,3.1419,27.968,8,2.893,,,,,,,,,,,,,,,,,,,,3.7981570746271767,7.251011749266499
PGC170097,163.130334,-7.9269167,259.2847976,44.6342266,0.135,,-1.5,S0-a,8213.0,27.5,117.328571428571,15.15,0.433,-20.229,12.637,0.149,,,35.379,0.133,119.069443400103,0.94,"2MASXJ10523127-0755368,6dFJ1052313-075537,NPM1G-07.0309,PGC170097",52.25781539736483,30.166576940680983,14.411138204532069,-20.96786179546793,1.6713914921897413,407,3.1629,28.179,10,2.569,,,,,,,,,,,,,,,,,,,,3.332950566706092,5.773698347875516
PGC170175,177.686661,-12.7328373,280.7269094,47.5052692,0.226,,4.2,Sbc,8112.0,32.0,115.885714285714,15.15,0.354,-20.206,13.742,0.074,,,35.356,0.135,117.814785960431,0.862,"2MASXJ11504483-1243583,6dFJ1150448-124358,MCG-02-30-034,PGC170175",43.666788272209445,24.94166879436557,14.411138204532069,-20.944861795467933,1.6542965278047177,394,3.1606,28.156,10,2.573,,,,,,,,,,,,,,,,,,,,4.056590994964231,7.1021029725192575
UGC05294,148.073691,33.0637104,192.9794987,51.0913482,0.053,,-1.0,S0-a,8104.8,16.9,115.782854352679,15.15,0.299,-20.24,13.499,0.111,16.375,,35.39,0.132,119.674019493071,0.985,"2MASXJ09521768+3303494,AGC005294,CGCG182-027,MCG+06-22-023,NPM1G+33.0177,PGC028436,SDSSJ095217.68+330349.4,SDSSJ095217.69+330349.5,UGC05294,UZC094918+33170",57.9630527393888,33.629900872234835,14.411138204532069,-20.97886179546793,1.679737592036986,413,3.164,28.19,10,2.506,1237662224054288415,0,148.073690519064,33.0637409214745,0.00183144814340019,14.80292,5.136074,16.15919,8.89814,4.866048,13.9963,4.951414,15.88605,8.267539,4.850653,5.9146191436576885,5.862156531029423,3.431635258973559,3.4011966885600984,3.348789627847613,5.771829972068255
ESO424-041,89.3682915,-29.9600694,235.6250935,-24.0542176,0.138,,5.2,Sc,8334.8,45.0,119.068568638393,15.15,0.2,-20.206,12.115,0.075,,,35.356,0.135,117.814785960431,0.968,"2MASXIJ0557284-295735,2MASXJ05572838-2957364,6dFJ0557284-295736,ESO424-041,ESOLV4240410,LCSB_L288O,MCG-05-15-001,PGC018138",55.73798320679617,31.836514005647054,14.411138204532069,-20.944861795467933,1.6542965278047177,394,3.1606,28.156,10,2.599,,,,,,,,,,,,,,,,,,,,4.056590994964231,7.1021029725192575
NGC4408,186.571839,27.8711308,203.9001219,84.3741961,0.087,,-4.2,E,7522.0,3.0,107.457142857143,15.15,0.319,-20.102,13.759,0.088,16.679,,35.252,0.141,112.305177934512,0.793,"2MASXJ12261724+2752158,CGCG158-107,NGC4408,PGC040668,SDSSJ122617.24+275216.1,SDSSJ122617.24+275216.2,UZC122348+28090",37.252142053803816,20.282687037520446,14.411138204532069,-20.840861795467934,1.5829224572347584,343,3.1502,28.052000000000003,9,2.738,1237667443508576272,0,186.571839351576,27.8711527534705,0.00131734022163097,14.99167,3.553738,11.49633,5.177045,3.634267,14.19241,3.307016,11.216,4.799888,3.088938,4.264235168242578,4.401445372458766,2.321749639173328,2.396456527879263,3.1554176960473472,5.795389340416116
PGC052862,222.03201,48.0937846,83.5378272,59.1369544,0.1,,-3.5,E-S0,7637.2,2.4,109.102859933036,15.151,0.342,-20.159,13.56,0.083,16.581,,35.31,0.137,115.345398729271,0.859,"2MASXJ14480770+4805376,CGCG248-021,MCG+08-27-024,PGC052862,SDSSJ144807.67+480537.7,SDSSJ144807.68+480537.6,SDSSJ144807.68+480537.7,UZC144624+48170",43.36618821613021,24.25079519626768,14.412098713144475,-20.897901286855525,1.6208754549319335,370,3.1559,28.110000000000003,9,2.668,1237659131673640987,0,222.031998270139,48.0938120811768,0.00171456748800697,14.84309,3.016455,10.50136,4.662711,3.079061,14.0298,3.047766,10.31771,4.513501,3.076022,4.373211560683044,4.035722002025274,2.445542536031044,2.2568150848864184,3.2338970235687423,5.782976840992384
PGC073026,359.365542,18.3114167,105.3842703,-42.713686,0.141,,-0.5,S0-a,7861.5,32.2,112.307142857143,15.152,0.563,-20.158,,,,,35.31,0.137,115.345398729271,0.81,"2MASXJ23572773+1818411,AGC331033,CGCG456-005,IRAS23548+1801,KAZ351,KUG2354+180,NPM1G+18.0614,PGC073026,UZC235500+18020",38.73925374207934,21.663368333718974,14.413059221756887,-20.896940778243117,1.6202124927144723,370,3.1558,28.110000000000003,9,2.634,1237679457609187672,0,359.365432094922,18.3114659193321,0.00692196521699464,14.89371,5.296707,14.0785,11.35666,5.662977,14.28091,5.246787,14.5379,10.23698,5.066155,5.469275685785556,5.493285320912786,3.0584722795299353,3.071898701545763,3.232503512015729,5.780484910983482
