Name,RA,DEC,l,b,extinct,eff_B-V,t,type,v,e_v,dist_Hf,bt,e_bt,Bmagt,it,e_it,ut,vt,modbest,e_modbest,dist_Mpc,logd25,hl_names(pgc),appDiam_arcsec,appDiam_kpc,est_vt,est_Vmagt,Sn,Ngc,sigma_G,mu_g,vis_GCs,pc_vis_GCs,SDSSobjID,SDSSnChild,SDSSra,SDSSdec,SDSSdistance,petroMag_g,petroR50_g,petroR90_g,deVRad_g,expRad_g,petroMag_r,petroR50_r,petroR90_r,deVRad_r,expRad_r,Re_SDSS_g_calc,Re_SDSS_r_calc,Re_SDSS_g_calc_kpc,Re_SDSS_r_calc_kpc,Re_BmagCalc_kpc,Re_BmagCalc_arcsec
NGC3787,174.90812549999998,20.4546676,231.2161137,72.2941048,0.097,,-2.0,S0,6941.5,2.0,99.1642857142857,14.567,0.333,-20.488,12.994,0.051,16.066,,35.055,0.154,102.565207039515,0.874,"2MASXJ11393798+2027169,ARK306,CGCG127-017,MCG+04-28-015,NGC3787,PGC036154,SDSSJ113937.94+202716.8,SDSSJ113937.95+202716.9,UZC113706+20450,[RGD2016]J113937.94+202716.9",44.89017003066926,22.3216230733989,13.851161683497352,-21.203838316502647,1.875261814259943,568,3.1888,27.855,18,3.319,1237667916489949244,0,174.908106253647,20.4546869387775,0.00158651161358732,14.24893,4.98028,13.47937,8.004359,5.862211,13.40211,4.781577,13.43647,7.175626,5.14971,5.170467475811782,5.036140222581803,2.5710133427761086,2.5042191579236994,3.7265659349579874,7.494355491116687
UGC01152,24.2342505,31.9852778,134.0581768,-29.9015242,0.205,,3.0,Sb,6604.5,2.9,94.35,14.569,0.318,-20.367,13.56,0.1,,,34.936,0.163,97.0957374962736,0.888,"2MASXJ01365622+3159070,AGC001152,CGCG502-119,KUG0134+317,MCG+05-04-076,PGC005986,UGC01152,UZC013406+31440",46.36083510574214,21.823573924491143,13.853082700722172,-21.082917299277828,1.7642174111698523,478,3.1767000000000003,27.736,16,3.556,1237679582156161137,0,24.2343428146551,31.9853324883078,0.00573044652116438,14.82464,9.150639,20.84995,29.67411,11.63732,14.29956,8.195368,19.71058,23.82158,9.840878,9.229634149734558,8.307764624515649,4.344693159718173,3.9107387737269996,4.2931363241833935,9.120109561366407
NGC3159,153.4701105,38.6545365,183.4035276,55.2816853,0.054,0.97,-4.9,E,6780.2,2.8,96.8600027901786,14.569,0.109,-20.447,12.992,0.114,16.163,13.589,35.016,0.157,100.739494681502,0.983,"2MASXJ10135280+3839166,CGCG211-023,LAMOSTJ101352.82+383916.2,MCG+07-21-021,NGC3159,NPM1G+38.0190,NRGb078.044,PGC029825,SDSSJ101352.83+383916.1,UZC101054+38550",57.69673670301988,28.17899352887738,13.589,-21.427,2.118179253717813,788,3.1847000000000003,27.816,26,3.373,1237661383849214078,0,153.470144417643,38.6544852969873,0.0034588944382097,14.2485,6.039969,20.75604,8.274654,5.750203,13.37425,6.332671,22.00961,8.848986,5.969613,8.364830220784414,9.123532911667423,4.0853696436059375,4.455918819147353,3.6612921079484164,7.496527742506642
IC3425,187.484904,10.6153129,284.8674984,72.7287115,0.134,,-1.1,S0-a,7309.5,5.2,104.421428571429,14.569,0.448,-20.599,14.25,0.122,16.99,,35.168,0.147,108.043800794727,0.787,"2MASXJ12295635+1036551,AGC007633,CGCG070-126,IC3425,MCG+02-32-095,PGC041244,SDSSJ122956.38+103655.2,SDSSJ122956.39+103655.2,UGC07633,UZC122724+10530,VCC1243",36.74102350348641,19.245338881560464,13.853082700722172,-21.314917299277827,1.9898770658783176,668,3.1999000000000004,27.968,20,3.094,1237658493356343368,0,187.484939638334,10.6153413398323,0.00270720008288498,15.20305,7.788865,22.67677,14.79592,7.095161,14.58606,6.079862,21.37913,10.39147,5.601901,8.359356647077954,9.179863723307014,4.378719920243219,4.80851025352689,3.909182317929592,7.462968581970688
UGC05380,150.12801,-2.1612253,241.4382472,39.4996382,0.228,,2.0,Sab,6233.0,6.1,89.0428571428571,14.569,0.503,-20.198,13.026,0.1,,,34.767,0.176,89.8255030787708,1.023,"2DFGRSN216Z230,2MASXJ10003072-0209403,2MIG1370,6dFJ1000307-020941,CGCG008-017,MCG+00-26-006,NPM1G-01.0255,PGC028946,PGC1100054,SDSSJ100030.70-020940.6,UGC05380,UZC095800-01550",63.26321378347552,27.550238792235792,13.853082700722172,-20.91391729927783,1.6320514098089234,378,3.1598,27.567000000000004,14,3.889,1237654871608066250,0,150.127924870982,-2.16128872856344,0.00636673954659665,14.37757,10.71219,24.55876,11.62121,8.624356,13.59146,9.676311,23.54308,9.563217,5.918649,10.809662409142282,9.82288222952985,4.7074557681278115,4.277726894776315,4.04518318529215,9.288895481972327
IC0006,4.7293845,-3.2760796,103.4812423,-64.9125518,0.14,,-5.0,E,6185.2,18.8,88.3600027901786,14.57,0.5,-20.182,11.982,0.09,,,34.752,0.177,89.2071737391177,1.09,"2MASXJ00185505-0316339,6dFJ0018550-031634,IC0006,MCG-01-01-075,PGC001228",73.8161262487429,31.92460184238846,13.85404320933458,-20.897956790665425,1.620913789901806,370,3.1582,27.552000000000003,14,3.893,1237679433983655959,0,4.72930944182866,-3.27606027007209,0.00464330872533509,13.85454,7.804017,24.80098,9.124904,7.033562,13.03343,7.587298,24.67096,8.920728,7.187071,9.109602419690052,9.18567315508117,3.939795339721124,3.9726950333603646,3.2661141171938093,7.551915391391527
IC1344,315.3184995,-13.38025,35.1731682,-34.7646723,0.218,,2.0,Sab,8062.0,38.0,115.171428571429,14.57,0.5,-20.786,,,,,35.356,0.135,117.814785960431,1.06,"2MASXJ21011644-1322489,IC1344,MCG-02-53-018,PGC065913",68.88921728981298,39.3482577750997,13.85404320933458,-21.50195679066542,2.211274824078032,881,3.2186000000000003,28.156,24,2.748,1237666183472414777,0,315.318573353297,-13.3803055222713,0.00544810010939954,14.45664,9.417461,20.25057,24.73631,11.96664,13.78757,9.05296,20.46234,21.22851,11.33759,9.467075636616682,9.125929617476972,5.407420016964611,5.21256366602675,4.975432274387582,8.710770296872848
PGC023873,127.6333755,-7.3383889,231.5390994,18.1582875,0.183,,3.3,Sb,6539.0,19.0,93.4142857142857,14.57,0.5,-20.283,13.015,0.168,,,34.853,0.17,93.4544806128579,1.059,"2MASXJ08303201-0720182,2MIG1145,MCG-01-22-015,PGC023873",68.73077648673213,31.14051835593037,13.85404320933458,-20.99895679066542,1.6952704551168836,425,3.1683000000000003,27.653,15,3.739,,,,,,,,,,,,,,,,,,,,4.168049572777763,9.199374278162972
UGC07959,191.924883,26.9816222,222.7136757,89.1548504,0.056,,-1.9,S0,7151.4,2.0,102.162855747768,14.571,0.253,-20.572,13.014,0.081,16.09,,35.143,0.148,106.80714621305,1.03,"2MASXJ12474195+2658539,CGCG159-077,EGISJ124742.0+265854,EONJ191.925+26.982,MCG+05-30-084,PGC043174,SDSSJ124741.96+265853.8,SDSSJ124741.97+265853.8,UGC07959,UZC124506+27160,[RC2]A1245+27A,[RGD2016]J124741.96+265853.8",64.29115831425639,33.290937125916315,13.85500371794699,-21.287996282053008,1.9609681733174968,642,3.1972,27.943,20,3.147,1237667322722844715,0,191.92486360688,26.9816129991396,0.00117473039253946,14.34402,4.05277,12.10545,8.580723,4.948939,13.50988,3.891983,11.82515,7.946493,4.847793,4.428178943815047,4.3146087853359685,2.292978236296042,2.2341698852810166,3.86395475692823,7.4620346689912935
PGC045790,197.903073,31.5080808,79.0265886,83.795187,0.057,,-3.9,E,6929.0,2.9,98.9857142857143,14.573,0.288,-20.507,13.111,0.075,16.035,,35.08,0.152,103.752929069538,1.019,"2MASXJ13113675+3130293,CGCG160-158,LAMOSTJ131136.74+313029.0,MCG+05-31-151,NPM1G+31.0266,PGC045790,SDSSJ131136.74+313028.9,SDSSJ131136.74+313029.0,SDSSJ131136.75+313029.0,UZC130918+31460,[RGD2016]J131136.74+313029.0",62.68321315324799,31.53015280410962,13.856924735171807,-21.22307526482819,1.894234851957549,584,3.1907000000000005,27.88,18,3.248,1237665329857167376,0,197.903104471078,31.5080573812955,0.0021368327717808,14.36532,5.434002,17.75294,7.14714,5.475817,13.55536,5.459675,17.89128,7.070653,5.559581,6.635821830036659,6.705972763789003,3.33787095071818,3.3731574261443003,3.7572081262908816,7.469481017253748
IC3271,186.058008,7.953093,283.1034728,69.7705943,0.112,,5.3,SABc,7211.4,2.4,103.019998604911,14.573,0.23,-20.558,14.154,0.112,16.341,,35.131,0.149,106.21848524413,0.9,"2MASXJ12241393+0757118,AGC007481,CGCG042-082,IC3271,MCG+01-32-047,PGC040337,SDSSJ122413.92+075710.7,SDSSJ122413.92+075710.8,UGC07481,UZC122142+08140,VCC0712",47.6596940834569,24.54289633599213,13.856924735171807,-21.27407526482819,1.9463049146102092,629,3.1958,27.931,19,3.156,1237661972259733658,0,186.058006911184,7.9530131956729,0.00478869673475639,14.90607,13.73531,26.21588,29.6688,13.70776,14.39258,13.44563,26.07606,28.27707,13.05898,13.761582861871064,13.475081573186484,7.086682113540949,6.939145047608449,4.5917104585299295,8.916613295245767
IC0582,149.7508965,17.8171826,216.8544218,49.2973509,0.145,,3.2,Sb,7632.5,6.6,109.035714285714,14.574,0.296,-20.449,13.36,0.114,15.388,,35.023,0.325,101.064763014597,0.989,"2MASXJ09590018+1749021,AGC005362,CGCG093-016,IC0582,IRAS09563+1803,MCG+03-26-011,PGC028838,SDSSJ095900.22+174901.6,SDSSJ095900.22+174901.7,UGC05362,UZC095618+18030",58.49937826304321,28.66325261511032,13.85788524378422,-21.165114756215782,1.8381666284014957,537,3.1849,27.823000000000004,17,3.344,1237667733957378122,0,149.750922169753,17.817131405572,0.00340370508215635,14.15237,11.19571,23.85766,29.66936,12.00059,13.62433,10.54879,23.36885,24.50597,10.93939,11.250322923831284,10.620414784083883,5.512380772960497,5.203741319516933,4.4188649186784055,9.018545586650784
UGC09559,222.6641985,42.7409699,73.5815553,61.2401138,0.079,,4.2,Sbc,5466.0,2.9,78.0857142857143,14.576,0.276,-20.04,13.66,0.071,15.624,,34.616,0.189,83.7915503148468,1.042,"2MASXJ14503939+4244271,CGCG220-058,CGCG221-001,IRAS14487+4256,MCG+07-30-068,MRK0827,PGC052995,SDSSJ145039.41+424427.4,SDSSJ145039.42+424427.4,UGC09559,UZC144848+42560",66.0923585724849,26.848865240119583,13.85980626100904,-20.75619373899096,1.5318191779767858,307,3.144,27.416,12,4.219,1237658203986329660,0,222.664248295079,42.7409502272385,0.00249159284349101,14.41933,9.40249,22.42629,20.01356,14.06726,13.94568,9.31884,22.88818,20.7131,13.77672,9.522548090238413,9.471927887780645,3.8683686879924384,3.8478051156889075,3.826338363959686,9.419084378753897
IC0486,120.087453,26.6134963,194.9025396,26.0995396,0.175,,1.1,SBa,8017.8,3.4,114.539997209821,14.576,0.3,-20.769,12.828,0.233,15.846,13.2,35.345,0.135,117.219602450329,0.942,"2MASXJ08002097+2636483,AGC004155,CGCG148-087,IC0486,IRAS07572+2645,MCG+04-19-018,PGC022445,SDSSJ080020.98+263648.6,SDSSJ080020.98+263648.7,SDSSJ080020.99+263648.8,UGC04155,UZC075718+26450",52.49902651364616,29.83499390085029,13.2,-22.145,3.268454482660104,2356,3.2169,28.145,65,2.792,1237657878077702182,0,120.087455422502,26.613560353963,0.00384543412801325,14.16079,6.415147,18.89962,8.546729,6.152143,13.38519,6.262523,18.57297,7.836612,6.157927,6.938602163813287,6.8056723464427185,3.9431807975332034,3.867637295989205,4.945746844078239,8.702763458237055
ESO510-053,210.898821,-25.4278799,322.8052615,34.6439073,0.297,,-2.8,E-S0,6826.6,39.2,97.5228585379464,14.576,0.189,-20.4,12.16,0.077,,,34.976,0.16,98.9009237286629,1.068,"2MASXJ14033570-2525404,6dFJ1403357-252541,ESO510-053,ESOLV5100530,FLASHJ140335.78-252541.4,IRAS14007-2511,MCG-04-33-035,PGC050096",70.16996346119227,33.64542798981136,13.85980626100904,-21.11619373899096,1.7933767081772205,501,3.18,27.776,17,3.448,,,,,,,,,,,,,,,,,,,,3.587871347506579,7.482764119815462
NGC1104,42.161212500000005,-0.2714501,174.1368609,-51.1023945,0.225,,0.6,Sa,6505.6,3.1,92.9371442522321,14.576,0.317,-20.263,12.953,0.249,16.029,,34.839,0.17,92.8538980579547,1.017,"2MASXJ02483872-0016169,6dFJ0248387-001617,CGCG389-020,IRAS02461-0028,MCG+00-08-019,NGC1104,PGC010634,SDSSJ024838.69-001617.4,SDSSJ024838.69-001617.5,SRGB155.027,UGC02287,UZC024606-00280,[EKS2015]RF0396",62.39520994974354,28.08832552288642,13.85980626100904,-20.97919373899096,1.6799911681414414,413,3.166300000000001,27.639,15,3.739,1237663783678967846,0,42.1612237613513,-0.271527454352657,0.00469018547786196,14.15582,10.03179,27.33504,10.10468,9.672144,13.42578,9.123672,25.52213,9.022846,9.466005,10.438289463636302,9.590187768163021,4.698983665459035,4.317195439757852,4.1388082233486,9.193919652744876
PGC005031,20.726334,39.2571944,129.5536534,-23.2095682,0.251,,-0.7,S0-a,7779.0,42.0,111.128571428571,14.576,0.319,-20.734,,,,,35.31,0.138,115.345398729271,0.894,"2MASXJ01225432+3915259,CGCG521-012,MCG+06-04-009,NPM1G+38.0033,PGC005031,UZC012000+39000",47.00577856597271,26.28608959965066,13.85980626100904,-21.45019373899096,2.14635342249926,816,3.2134,28.110000000000003,23,2.854,1237671068455469108,0,20.7262157679691,39.257240638446,0.00615377105886724,14.081,5.79503,16.59747,7.430429,6.176623,13.22133,5.666261,16.43038,7.053339,6.228012,6.160972098953298,6.066324442509716,3.4452756566246427,3.392347764489399,4.143385969553568,7.409359336612076
NGC4002,179.497125,23.2019444,227.9850592,77.2930314,0.113,,0.8,Sa,6528.0,7.6,93.2571428571429,14.576,0.41,-20.36,,,,,34.936,0.163,97.0957374962736,1.126,"2MASXJ11575931+2312070,CGCG127-116,KPG312A,MCG+04-28-104,NGC4002,PGC037635,UZC115524+23290",80.19573099278651,37.75077519112487,13.85980626100904,-21.07619373899096,1.758453103339548,473,3.176,27.736,16,3.531,1237667736117248101,0,179.49706857019,23.2020446729936,0.00677355638118437,13.9612,7.752636,23.88974,13.85793,7.569199,13.14372,7.174633,22.57728,10.82231,7.442125,8.714582612043616,8.264234960466673,4.102241416084054,3.890247925382393,4.282570577782896,9.097664253904972
UGC07811,189.7033575,31.9849042,151.645475,84.4219655,0.072,,-0.8,S0-a,6944.5,2.8,99.2071428571429,14.577,0.332,-20.503,12.941,0.1,15.917,,35.08,0.152,103.752929069538,1.024,"2MASXJ12384879+3159059,CGCG159-038,MCG+05-30-043,NPM1G+32.0326,PGC042283,SDSSJ123848.79+315905.5,SDSSJ123848.80+315905.5,SDSSJ123848.80+315905.6,UGC07811,UZC123624+32160,[RGD2016]J123848.79+315905.6",63.40905055281951,31.895254766312423,13.860766769621447,-21.21923323037855,1.8904164598689024,581,3.1903,27.88,18,3.247,1237665226233479173,0,189.703328883089,31.984885072716,0.001854192168681,14.12349,7.438173,24.78032,11.09144,7.246106,13.34913,6.980341,23.77342,10.15612,7.185248,9.4600196072525,9.402439400549158,4.758464806475686,4.729501506342841,3.7507362693326103,7.456614705068931
NGC7236,333.6874245,13.8464916,75.1380546,-34.1103204,0.279,1.065,-3.0,E-S0,7850.3,1.6,112.147140066964,14.577,0.084,-20.745,12.97,0.261,16.293,13.547,35.322,0.136,115.984437137635,1.141,"2MASXJ22144500+1350476,2ZW172:,ARP169:,CGCG428-058:,KPG564A,MCG+02-56-023,NGC7236,PGC068384,SDSSJ221444.98+135047.4,SDSSJ221444.99+135047.4,SDSSJ221444.99+135047.5,SRGB009.030,UGC11958:,UZC221218+13350",83.01398273830685,46.67941755729701,13.547,-21.775,2.6019093638529966,1334,3.2145,28.122000000000003,37,2.815,1237656243308396714,0,333.687455021744,13.8465092952408,0.00207094980434217,13.94034,12.704,50.24512,7.532413,4.535382,12.92513,17.67328,59.04612,8.212406,4.639911,147.84073147292793,22.627000577193833,83.13200991881214,12.723340974274691,4.1630764337207395,7.403553285191359
IC2392,131.1283755,18.2861667,207.8619884,32.9081402,0.111,,4.9,Sc,6282.4,4.5,89.7485700334821,14.577,0.41,-20.233,,,,,34.81,0.173,91.6221069561905,0.788,"2MASXJ08443081+1817102,AGC181134,CGCG090-002,IC2392,IRAS08416+1828,MCG+03-23-001,PGC024559,UZC084142+18280",36.82572030988766,16.357841053844734,13.860766769621447,-20.949233230378557,1.6575086842326527,397,3.1633000000000004,27.610000000000003,15,3.797,,,,,,,,,,,,,,,,,,,,4.095330396822864,9.21964526208261
NGC4044,180.623001,-0.2124224,277.6589128,60.2353657,0.103,,-3.8,E,6132.4,22.1,87.605712890625,14.577,0.277,-20.19,12.442,0.1,,,34.767,0.176,89.8255030787708,1.049,"2DFGRSN381Z008,2MASXJ12022950-0012445,CGCG013-043,GAMA055143,GAMAJ120229.51-001244.7,MCG+00-31-020,MGC27960,NGC4044,PGC038018,SDSSJ120229.52-001244.7,UGC07018,UZC115954+00050,[FN2007]1021",67.1662730080291,29.249966125480707,13.860766769621447,-20.906233230378557,1.6266608648242027,374,3.159,27.567000000000004,14,3.871,1237674649928990729,0,180.623000455346,-0.21244005219542,0.00105963575280218,13.66559,9.894217,30.52813,12.83047,8.459355,12.8508,9.346313,29.48952,11.68401,7.400793,11.136977117629653,10.803116501355047,4.849996714749678,4.704605117459518,3.2773951342557437,7.5258349154409405
IC4340,208.3896975,37.3870156,74.8977517,73.3745459,0.05,,-3.5,E-S0,7468.3,3.3,106.689997209821,14.578,0.489,-20.674,12.717,0.098,15.923,,35.252,0.141,112.305177934512,1.105,"2MASXJ13533353+3723132,CGCG191-010,IC4340,MCG+06-31-009,NIBLES1963,PGC049364,SDSSJ135333.53+372313.1,SDSSJ135333.53+372313.2,SDSSJ135333.54+372313.2,UZC135124+37380",76.41018486099969,41.603080536317485,13.861727278233856,-21.390272721766145,2.074712567699976,746,3.2074,28.052000000000003,21,2.936,1237664294761529400,0,208.389739938154,37.3870062754717,0.00209909139666203,14.03089,7.402637,23.26988,10.68199,7.209098,13.19032,7.110194,22.65611,10.02486,7.219877,8.515209908008579,8.331409971871418,4.636279368136248,4.536205751515706,4.037611396706586,7.415668004438061
PGC032779,163.658532,47.4703208,163.3834785,59.4491929,0.069,,-5.0,E,6627.4,2.7,94.6771414620536,14.578,0.5,-20.411,13.302,0.092,16.26,,34.989,0.159,99.4946394642973,0.987,"2MASXJ10543799+4728128,PGC032779,SDSSJ105438.04+472813.0,SDSSJ105438.04+472813.1,UZC105142+47440",58.230598034729375,28.08829591668881,13.861727278233856,-21.12727272176614,1.803318887046089,509,3.1811,27.789,17,3.407,1237658203968438293,0,163.658519475511,47.470294072209,0.00168219656535883,14.46252,5.684334,18.92794,7.354903,5.573585,13.6985,5.415792,18.45704,6.912608,5.632576,7.221166844170553,7.30914867640974,3.483224937203533,3.5256641327919565,3.6049218595089987,7.473459990962089
ESO534-031,343.918461,-23.9542938,33.3630087,-63.7529307,0.138,0.85,5.5,Sc,6071.8,3.5,86.7399972098214,14.578,0.183,-20.115,12.976,0.072,,,34.693,0.182,86.8160772838287,0.98,"2DFGRSS068Z078,2MASXJ22554044-2357154,6dFJ2255404-235715,AGC035774,ESO534-031,ESOLV5340310,MCG-04-54-002,PGC070024",57.29955516128615,24.117143525131382,13.861727278233856,-20.83127272176614,1.5768230444716664,339,3.1514999999999995,27.493,13,4.047,,,,,,,,,,,,,,,,,,,,3.928703631326216,9.33414731313191
NGC4446,187.028331,13.9116278,279.3893614,75.7061969,0.191,,5.8,Sc,7314.8,6.1,104.497140066964,14.578,0.203,-20.59,,,,,35.168,0.146,108.043800794727,0.992,"2MASXJ12280679+1354418,AGC007586,ALFALFA1-326,CGCG070-103,KPG339A,MCG+02-32-069,NGC4446,PGC040962,SDSSJ122806.78+135442.3,SDSSJ122806.79+135442.3,UGC07586,UZC122536+14110,VCC1072",58.90487658119906,30.85500085412965,13.861727278233856,-21.306272721766145,1.9805145293958049,659,3.199,27.968,20,3.123,1237661068190351526,0,187.028298259172,13.9117515866246,0.00766806709116131,15.07338,10.33437,23.18897,29.67462,12.13213,14.51212,9.933436,23.1101,26.2525,11.19472,10.412640713158435,10.035910420353263,5.45425195238918,5.2569166181871525,4.643726255327581,8.865276758219062
ESO411-003,9.826041,-27.3492222,27.5537939,-87.2939725,0.055,0.97,2.9,Sb,6924.9,11.9,98.9271414620536,14.579,0.216,-20.384,12.613,0.079,,,34.963,0.161,98.3105781755443,1.152,"2DFGRSS208Z145,2MASXJ00391825-2720572,AGC020445,ESO411-003,ESOLV4110030,IRAS00368-2737,MCG-05-02-031,PGC002358",85.14345130134551,40.58130039171249,13.862687786846267,-21.10031221315373,1.7793289700250623,490,3.1784,27.763,17,3.473,,,,,,,,,,,,,,,,,,,,4.318904646577939,9.061475209063547
IC2606,162.57351300000002,37.9561724,182.1441086,62.4270622,0.071,,-0.2,S0-a,7723.0,3.1,110.328571428571,14.579,0.352,-20.72,12.972,0.085,15.831,,35.299,0.138,114.762488604345,1.03,"2MASXJ10501764+3757221,CGCG184-025,IC2606,MCG+06-24-021,PGC032465,SDSSJ105017.64+375722.3,SDSSJ105017.65+375722.4,UZC104730+38130",64.29115831425639,35.770554012556616,13.862687786846267,-21.43631221315373,2.1294234292365672,799,3.212,28.099,22,2.864,1237662225133600789,0,162.573522358813,37.9562174435657,0.00273864090887808,14.24684,7.286591,20.51262,12.94873,7.427321,13.43301,7.043186,20.07603,12.19181,7.442816,7.680806994729391,7.469217383120305,4.273475990617919,4.155750974783505,4.118460015434607,7.402193568774324
UGC07383,185.0055315,8.6078139,279.611638,70.0441544,0.12,,2.0,SBab,7373.1,2.5,105.330001395089,14.579,0.149,-20.601,14.013,0.095,15.959,,35.18,0.146,108.642577630186,0.852,"2MASXJ12200134+0836281,AGC007383,CGCG070-014,MCG+02-32-005,PGC039753,SDSSJ122001.32+083628.0,UGC07383,UZC121730+08530,VCC0385",42.67281081919974,22.47634917277846,13.862687786846267,-21.31731221315373,1.992484248139476,670,3.2001,27.98,20,3.058,1237661977084035257,0,185.005510037369,8.60778441866803,0.00217947430714048,14.71439,7.0822,19.06199,20.32435,8.029566,14.23686,6.394504,18.27449,14.25149,7.209628,7.3397562242110945,6.790447918306187,3.8659493145977004,3.576621167470559,4.661742440121981,8.85062123327784
